"postcode","Country","locality","state","sa4name","Region"
"200","Australia","ANU","ACT","",""
"200","Australia","Australian National University","ACT","",""
"800","Australia","DARWIN","NT","Darwin","AU_DRW"
"801","Australia","DARWIN","NT","Darwin","AU_DRW"
"804","Australia","PARAP","NT","Darwin","AU_DRW"
"810","Australia","ALAWA","NT","Darwin","AU_DRW"
"810","Australia","BRINKIN","NT","Darwin","AU_DRW"
"810","Australia","CASUARINA","NT","Darwin","AU_DRW"
"810","Australia","COCONUT GROVE","NT","Darwin","AU_DRW"
"810","Australia","JINGILI","NT","Darwin","AU_DRW"
"810","Australia","LEE POINT","NT","Darwin","AU_DRW"
"810","Australia","LYONS","NT","Darwin","AU_DRW"
"810","Australia","MILLNER","NT","Darwin","AU_DRW"
"810","Australia","MOIL","NT","Darwin","AU_DRW"
"810","Australia","MUIRHEAD","NT","Darwin","AU_DRW"
"810","Australia","NAKARA","NT","Darwin","AU_DRW"
"810","Australia","NIGHTCLIFF","NT","Darwin","AU_DRW"
"810","Australia","RAPID CREEK","NT","Darwin","AU_DRW"
"810","Australia","TIWI","NT","Darwin","AU_DRW"
"810","Australia","WAGAMAN","NT","Darwin","AU_DRW"
"810","Australia","WANGURI","NT","Darwin","AU_DRW"
"811","Australia","CASUARINA","NT","Darwin","AU_DRW"
"812","Australia","ANULA","NT","Darwin","AU_DRW"
"812","Australia","BUFFALO CREEK","NT","Darwin","AU_DRW"
"812","Australia","HOLMES","NT","Darwin","AU_DRW"
"812","Australia","KARAMA","NT","Darwin","AU_DRW"
"812","Australia","LEANYER","NT","Darwin","AU_DRW"
"812","Australia","MALAK","NT","Darwin","AU_DRW"
"812","Australia","MARRARA","NT","Darwin","AU_DRW"
"812","Australia","NORTHLAKES","NT","Darwin","AU_DRW"
"812","Australia","SANDERSON","NT","Darwin","AU_DRW"
"812","Australia","WOODLEIGH GARDENS","NT","Darwin","AU_DRW"
"812","Australia","WULAGI","NT","Darwin","AU_DRW"
"813","Australia","SANDERSON","NT","Darwin","AU_DRW"
"814","Australia","NIGHTCLIFF","NT","Darwin","AU_DRW"
"815","Australia","CHARLES DARWIN UNIVERSITY","NT","Darwin","AU_DRW"
"820","Australia","BAGOT","NT","Darwin","AU_DRW"
"820","Australia","BAYVIEW","NT","Darwin","AU_DRW"
"820","Australia","CHARLES DARWIN","NT","Darwin","AU_DRW"
"820","Australia","COONAWARRA","NT","Darwin","AU_DRW"
"820","Australia","CULLEN BAY","NT","Darwin","AU_DRW"
"820","Australia","DARWIN DC","NT","Darwin","AU_DRW"
"820","Australia","DARWIN INTERNATIONAL AIRPORT","NT","Darwin","AU_DRW"
"820","Australia","DARWIN MC","NT","Darwin","AU_DRW"
"820","Australia","EAST POINT","NT","Darwin","AU_DRW"
"820","Australia","EATON","NT","Darwin","AU_DRW"
"820","Australia","FANNIE BAY","NT","Darwin","AU_DRW"
"820","Australia","LARRAKEYAH","NT","Darwin","AU_DRW"
"820","Australia","LUDMILLA","NT","Darwin","AU_DRW"
"820","Australia","PARAP","NT","Darwin","AU_DRW"
"820","Australia","RAAF BASE DARWIN","NT","Darwin","AU_DRW"
"820","Australia","STUART PARK","NT","Darwin","AU_DRW"
"820","Australia","THE GARDENS","NT","Darwin","AU_DRW"
"820","Australia","THE NARROWS","NT","Darwin","AU_DRW"
"820","Australia","WINNELLIE","NT","Darwin","AU_DRW"
"820","Australia","WOOLNER","NT","Darwin","AU_DRW"
"821","Australia","WINNELLIE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","ACACIA HILLS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","ANGURUGU","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","ANINDILYAKWA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","ANNIE RIVER","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BATHURST ISLAND","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BEES CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BELYUEN","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BLACK JUNGLE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BLACKMORE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BORDER STORE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BURRUNDIE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BYNOE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","BYNOE HARBOUR","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","CAMP CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","CHANNEL ISLAND","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","CHARLES DARWIN","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","CHARLOTTE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","CLARAVALE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","COBOURG","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","COLLETT CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","COOMALIE CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","COX PENINSULA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","CROKER ISLAND","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","DALY RIVER","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","DARWIN MC","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","DARWIN RIVER DAM","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","DELISSAVILLE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","DOUGLAS-DALY","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","EAST ARM","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","EAST ARNHEM","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","ELRUNDIE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","EVA VALLEY","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","FINNISS VALLEY","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","FLY CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","FREDS PASS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","GALIWINKU","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","GLYDE POINT","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","GOULBOURN ISLAND","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","GOULBURN ISLAND","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","GUNBALANYA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","GUNN POINT","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","HAYES CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","HIDDEN VALLEY","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","HOTHAM","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","HUGHES","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","KAKADU","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","KOOLPINYAH","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","LAKE BENNETT","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","LAMBELLS LAGOON","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","LITCHFIELD PARK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","LIVINGSTONE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","LLOYD CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MANDORAH","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MANINGRIDA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MARANUNGA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MARGARET RIVER","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MCMINNS LAGOON","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MICKETT CREEK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MIDDLE POINT","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MILINGIMBI","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MILLWOOD","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MILYAKBURRA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MINJILANG","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MOUNT BUNDEY","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","MURRUMUJUK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","NAUIYU","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","NEMARLUK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","NGANMARRIYANGA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","NGUIU","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","NUMBULWAR","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","NUMBURINDI","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","OENPELLI","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","PEPPIMENARTI","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","PIRLANGIMPI","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","POINT STEPHENS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","POINT STUART","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","PULARUMPI","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","PULUMPA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","RAKULA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","RAMINGINING","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","ROBIN FALLS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","RUM JUNGLE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","SANDPALMS ROADHOUSE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","SOUTHPORT","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","STAPLETON","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","THAMARRURR","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","TIPPERARY","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","TIVENDALE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","TIWI ISLANDS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","TORTILLA FLATS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","TUMBLING WATERS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","UMBAKUMBA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","VERNON ISLANDS","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","VIRGINIA","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WADEYE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WAGAIT BEACH","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WAK WAK","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WARRUWI","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WEDDELL","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WEST ARNHEM","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WICKHAM","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WINNELLIE","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WISHART","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WOOLANING","NT","Northern Territory - Outback","AU_OTH"
"822","Australia","WURRUMIYANGA","NT","Northern Territory - Outback","AU_OTH"
"828","Australia","BERRIMAH","NT","Darwin","AU_DRW"
"828","Australia","KNUCKEY LAGOON","NT","Darwin","AU_DRW"
"829","Australia","PINELANDS","NT","Darwin","AU_DRW"
"830","Australia","ARCHER","NT","Darwin","AU_DRW"
"830","Australia","DRIVER","NT","Darwin","AU_DRW"
"830","Australia","DURACK","NT","Darwin","AU_DRW"
"830","Australia","FARRAR","NT","Darwin","AU_DRW"
"830","Australia","GRAY","NT","Darwin","AU_DRW"
"830","Australia","MARLOW LAGOON","NT","Darwin","AU_DRW"
"830","Australia","MOULDEN","NT","Darwin","AU_DRW"
"830","Australia","PALMERSTON","NT","Darwin","AU_DRW"
"830","Australia","SHOAL BAY","NT","Darwin","AU_DRW"
"830","Australia","WOODROFFE","NT","Darwin","AU_DRW"
"830","Australia","YARRAWONGA","NT","Darwin","AU_DRW"
"831","Australia","PALMERSTON","NT","Darwin","AU_DRW"
"832","Australia","BAKEWELL","NT","Darwin","AU_DRW"
"832","Australia","BELLAMACK","NT","Darwin","AU_DRW"
"832","Australia","GUNN","NT","Darwin","AU_DRW"
"832","Australia","JOHNSTON","NT","Darwin","AU_DRW"
"832","Australia","MITCHELL","NT","Darwin","AU_DRW"
"832","Australia","ROSEBERY","NT","Darwin","AU_DRW"
"832","Australia","ROSEBERY HEIGHTS","NT","Darwin","AU_DRW"
"832","Australia","ZUCCOLI","NT","Darwin","AU_DRW"
"834","Australia","VIRGINIA","NT","Darwin","AU_DRW"
"835","Australia","Coolalinga","NT","Darwin","AU_DRW"
"835","Australia","HOWARD SPRINGS","NT","Darwin","AU_DRW"
"835","Australia","VIRGINIA","NT","Darwin","AU_DRW"
"836","Australia","HERBERT","NT","Darwin","AU_DRW"
"836","Australia","HUMPTY DOO","NT","Darwin","AU_DRW"
"837","Australia","MANTON","NT","Darwin","AU_DRW"
"837","Australia","NOONAMAH","NT","Darwin","AU_DRW"
"838","Australia","BERRY SPRINGS","NT","Darwin","AU_DRW"
"839","Australia","COOLALINGA","NT","Darwin","AU_DRW"
"840","Australia","DUNDEE BEACH","NT","Northern Territory - Outback","AU_OTH"
"840","Australia","DUNDEE DOWNS","NT","Northern Territory - Outback","AU_OTH"
"840","Australia","DUNDEE FOREST","NT","Northern Territory - Outback","AU_OTH"
"841","Australia","DARWIN RIVER","NT","Darwin","AU_DRW"
"845","Australia","BATCHELOR","NT","Northern Territory - Outback","AU_OTH"
"846","Australia","ADELAIDE RIVER","NT","Northern Territory - Outback","AU_OTH"
"847","Australia","PINE CREEK","NT","Northern Territory - Outback","AU_OTH"
"850","Australia","COSSACK","NT","Northern Territory - Outback","AU_OTH"
"850","Australia","EMUNGALAN","NT","Northern Territory - Outback","AU_OTH"
"850","Australia","KATHERINE","NT","Northern Territory - Outback","AU_OTH"
"850","Australia","KATHERINE EAST","NT","Northern Territory - Outback","AU_OTH"
"850","Australia","KATHERINE SOUTH","NT","Northern Territory - Outback","AU_OTH"
"850","Australia","LANSDOWNE","NT","Northern Territory - Outback","AU_OTH"
"851","Australia","KATHERINE","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","ARNOLD","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BAINES","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BARUNGA","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BESWICK","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BESWICK CREEK","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BINJARI","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BIRDUM","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BRADSHAW","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BUCHANAN","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","BULMAN WEEMOL","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","CRESWELL","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","DAGURAGU","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","DALY WATERS","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","DELAMERE","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","DUNMARRA","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","EDITH","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","EDITH RIVER","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","ELSEY","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","ELSEY STATION","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","FLORINA","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","FLYING FOX","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","GREGORY","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","GULUNG MARDRULK","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","GURINDJI","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","HELEN SPRINGS STATION","NT","","AU_OTH"
"852","Australia","JILKMINGGAN","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","KALKARINDJI","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","KALKARINGI","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","KATHERINE","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","LAJAMANU","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","LARRIMAH","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","LIMMEN","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","MANBULLOO","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","MARANBOY","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","MATARANKA","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","MCARTHUR","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","MINIYERI","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","NGUKURR","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","NITMILUK","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","NUMBULWAR","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","PELLEW ISLANDS","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","PIGEON HOLE","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","ROBINSON RIVER","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","STURT PLATEAU","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","TANAMI EAST","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","TIMBER CREEK","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","TOP SPRINGS","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","URALLA","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","VENN","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","VICTORIA RIVER","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","VICTORIA RIVER DOWNS","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","WARUMUNGU","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","WAVE HILL","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","WILTON","NT","Northern Territory - Outback","AU_OTH"
"852","Australia","YARRALIN","NT","Northern Territory - Outback","AU_OTH"
"853","Australia","TINDAL","NT","Northern Territory - Outback","AU_OTH"
"853","Australia","TINDAL RAAF","NT","Northern Territory - Outback","AU_OTH"
"854","Australia","BORROLOOLA","NT","Northern Territory - Outback","AU_OTH"
"854","Australia","KING ASH BAY","NT","Northern Territory - Outback","AU_OTH"
"860","Australia","TENNANT CREEK","NT","Northern Territory - Outback","AU_OTH"
"861","Australia","BRUNCHILLY","NT","","AU_OTH"
"861","Australia","TENNANT CREEK","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","AVON DOWNS","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","CALVERT","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","CRESSWELL DOWNS","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","ELLIOTT","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","HELEN SPRINGS","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","MUCKATY STATION","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","NEWCASTLE WATERS","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","NICHOLSON","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","PAMAYU","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","PHILLIP CREEK STATION","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","RENNER SPRINGS","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","TABLELANDS","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","TENNANT CREEK","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","THREE WAYS","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","WARREGO","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","WOLLOGORANG STATION","NT","Northern Territory - Outback","AU_OTH"
"862","Australia","WYCLIFFE WELL","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","ALICE SPRINGS","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","ARALUEN","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","BRAITLING","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","CICCONE","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","DESERT SPRINGS","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","EAST SIDE","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","GILLEN","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","SADADEEN","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","STUART","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","THE GAP","NT","Northern Territory - Outback","AU_OTH"
"870","Australia","WHITE GUMS","NT","Northern Territory - Outback","AU_OTH"
"871","Australia","ALICE SPRINGS","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","AHERRENGE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ALI CURUNG","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ALICE SPRINGS","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","AMATA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","AMOONGUNA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","AMPILATWATJA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ANANGU PITJANTJATJARA YANKUNYTJATJARA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","ANATYE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ANMATJERE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ANTEWENEGERRDE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","AREYONGA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ATITJERE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","AYERS RANGE SOUTH","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","AYERS ROCK","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","BARROW CREEK","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","BURT PLAIN","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","CANTEEN CREEK","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","CHILLA WELL","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","COSTELLO","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","DAVENPORT","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","DE ROSE HILL","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","DOCKER RIVER","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ENGAWALA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ERLDUNDA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","ERNABELLA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","ERNABELLA (PUKATJA)","SA","","AU_OTH"
"872","Australia","FINKE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","FREGON","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","GHAN","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","GIBSON DESERT NORTH","WA","Northern Territory - Outback","AU_OTH"
"872","Australia","GIBSON DESERT SOUTH","WA","Northern Territory - Outback","AU_OTH"
"872","Australia","HAASTS BLUFF","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","HALE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","HART","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","HART RANGE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","HERMANNSBURG","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","HUGH","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","IMAMPA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","IMANPA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","INDULKANA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","INDULKANA (IWANTJA)","SA","","AU_OTH"
"872","Australia","ININTI STORE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","IWANTJA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","JAY CREEK","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","KALKA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","KALTJITI","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","KALTUKATJARA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","KANPI","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","KINTORE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","KIWIRRKURRA","WA","Northern Territory - Outback","AU_OTH"
"872","Australia","KULGERA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","KUNPARRKA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","LAKE MACKAY","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","LAMBINA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","LARAMBA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","MEREENIE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","MIMILI","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","MOUNT LIEBIG","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","MOUNT ZEIL","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","MULGA BORE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","MURPUTJA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","MURPUTJA HOMELANDS","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","MUTITJULU","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","NAMATJIRA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","NGAANYATJARRA-GILES","WA","Northern Territory - Outback","AU_OTH"
"872","Australia","NYAPARI","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","NYIRRIPI","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","PAPUNYA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","PATJARR","WA","Northern Territory - Outback","AU_OTH"
"872","Australia","PETERMANN","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","PIPALYATJARA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","PITJANTJATJARA HOMELANDS","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","PUKATJA","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","SANDOVER","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","SANTA TERESA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","SIMPSON","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","TANAMI","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","TARA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","THANGKENHARENGE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","TI TREE","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","TIEYON","SA","Northern Territory - Outback","AU_OTH"
"872","Australia","TITJIKALA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","TJIRRKARLI","WA","Northern Territory - Outback","AU_OTH"
"872","Australia","TJUKURLA","WA","Northern Territory - Outback","AU_OTH"
"872","Australia","ULURU","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","UMPANGARA","NT","Northern Territory - Outback","AU_OTH"
"872","Australia","UMUWA","SA","Northern Territory - Outback","AU_OTH"
